id,pubmed_id,bibliography,is_bibliography
97,19394335,"Jones N,Vogt S,Nielsen M,Christian D,Wark PA,Eccles D,Edwards E,Evans DG,Maher ER,Vasen HF,Hes FJ,Aretz S,Sampson JR. Increased colorectal cancer incidence in obligate carriers of heterozygous mutations in MUTYH. Gastroenterology.. 2009;137(2):489-94, 494.e1; quiz 725-6.",1
98,19409520,"Waltes R,Kalb R,Gatei M,Kijas AW,Stumm M,Sobeck A,Wieland B,Varon R,Lerenthal Y,Lavin MF,Schindler D,DÃ¶rk T. Human RAD50 deficiency in a Nijmegen breakage syndrome-like disorder. Am J Hum Genet.. 2009;84(5):605-16.",1
99,19453252,"Chen JM,FÃ©rec C. Chronic pancreatitis: genetics and pathogenesis. Annu Rev Genomics Hum Genet.. 2009;10():63-87.",1
100,19476995,"Asthagiri AR,Parry DM,Butman JA,Kim HJ,Tsilou ET,Zhuang Z,Lonser RR. Neurofibromatosis type 2. Lancet.. 2009;373(9679):1974-86.",1
101,19555431,"Dessinioti C,Stratigos AJ,Rigopoulos D,Katsambas AD. A review of genetic disorders of hypopigmentation: lessons learned from the biology of melanocytes. Exp Dermatol.. 2009;18(9):741-9.",1
102,19556618,"Gonzalez KD,Buzin CH,Noltner KA,Gu D,Li W,Malkin D,Sommer SS. High frequency of de novo mutations in Li-Fraumeni syndrome. J Med Genet.. 2009;46(10):689-93.",1
103,19617566,"Guda K,Moinova H,He J,Jamison O,Ravi L,Natale L,Lutterbaugh J,Lawrence E,Lewis S,Willson JK,Lowe JB,Wiesner GL,Parmigiani G,Barnholtz-Sloan J,Dawson DW,Velculescu VE,Kinzler KW,Papadopoulos N,Vogelstein B,Willis J,Gerken TA,Markowitz SD. Inactivating germ-line and somatic mutations in polypeptide N-acetylgalactosaminyltransferase 12 in human colon cancers. Proc Natl Acad Sci U S A.. 2009;106(31):12921-5.",1
104,19620482,"Lubbe SJ,Di Bernardo MC,Chandler IP,Houlston RS. Clinical implications of the colorectal cancer risk associated with MUTYH mutation. J Clin Oncol.. 2009;27(24):3975-80.",1
105,19671848,"Evans DG,Kalamarides M,Hunter-Schaedle K,Blakeley J,Allen J,Babovic-Vuskanovic D,Belzberg A,Bollag G,Chen R,DiTomaso E,Golfinos J,Harris G,Jacob A,Kalpana G,Karajannis M,Korf B,Kurzrock R,Law M,McClatchey A,Packer R,Roehm P,Rubenstein A,Slattery W,Tonsgard JH,Welling DB,Widemann B,Yohay K,Giovannini M. Consensus recommendations to accelerate clinical trials for neurofibromatosis type 2. Clin Cancer Res.. 2009;15(16):5032-5039.",1
106,19732775,"Vogt S,Jones N,Christian D,Engel C,Nielsen M,Kaufmann A,Steinke V,Vasen HF,Propping P,Sampson JR,Hes FJ,Aretz S. Expanded extracolonic tumor spectrum in MUTYH-associated polyposis. Gastroenterology.. 2009;137(6):1976-85.e1-10.",1
107,19802898,"Ricketts CJ,Forman JR,Rattenberry E,Bradshaw N,Lalloo F,Izatt L,Cole TR,Armstrong R,Kumar VK,Morrison PJ,Atkinson AB,Douglas F,Ball SG,Cook J,Srirangalingam U,Killick P,Kirby G,Aylwin S,Woodward ER,Evans DG,Hodgson SV,Murday V,Chew SL,Connell JM,Blundell TL,Macdonald F,Maher ER. Tumor risks and genotype-phenotype-proteotype analysis in 358 patients with germline mutations in SDHB and SDHD. Hum Mutat.. 2010;31(1):41-51.",1
108,19898272,"Lu-Emerson C,Plotkin SR. The neurofibromatoses. Part 2: NF2 and schwannomatosis. Rev Neurol Dis.. 2009;6(3):E81-6.",1
109,19900449,"Capelle LG,Van Grieken NC,Lingsma HF,Steyerberg EW,Klokman WJ,Bruno MJ,Vasen HF,Kuipers EJ. Risk and epidemiological time trends of gastric cancer in Lynch syndrome carriers in the Netherlands. Gastroenterology.. 2010;138(2):487-92.",1
110,20028993,"Baglietto L,Lindor NM,Dowty JG,White DM,Wagner A,Gomez Garcia EB,Vriends AH, ,Cartwright NR,Barnetson RA,Farrington SM,Tenesa A,Hampel H,Buchanan D,Arnold S,Young J,Walsh MD,Jass J,Macrae F,Antill Y,Winship IM,Giles GG,Goldblatt J,Parry S,Suthers G,Leggett B,Butz M,Aronson M,Poynter JN,Baron JA,Le Marchand L,Haile R,Gallinger S,Hopper JL,Potter J,de la Chapelle A,Vasen HF,Dunlop MG,Thibodeau SN,Jenkins MA. Risks of Lynch syndrome cancers for MSH6 mutation carriers. J Natl Cancer Inst.. 2010;102(3):193-201.",1
111,20071235,"Bayley JP,Kunst HP,Cascon A,Sampietro ML,Gaal J,Korpershoek E,Hinojar-Gutierrez A,Timmers HJ,Hoefsloot LH,Hermsen MA,SuÃ¡rez C,Hussain AK,Vriends AH,Hes FJ,Jansen JC,Tops CM,Corssmit EP,de Knijff P,Lenders JW,Cremers CW,Devilee P,Dinjens WN,de Krijger RR,Robledo M. SDHAF2 mutations in familial and sporadic paraganglioma and phaeochromocytoma. Lancet Oncol.. 2010;11(4):366-72.",1
112,20082463,"Evans DG,Howard E,Giblin C,Clancy T,Spencer H,Huson SM,Lalloo F. Birth incidence and prevalence of tumor-prone syndromes: estimates from a UK family genetic register service. Am J Med Genet A.. 2010;152A(2):327-32.",1
113,20127975,"Pingault V,Ente D,Dastot-Le Moal F,Goossens M,Marlin S,Bondurand N. Review and update of mutations causing Waardenburg syndrome. Hum Mutat.. 2010;31(4):391-406.",1
114,20208042,"Weese-Mayer DE,Berry-Kravis EM,Ceccherini I,Keens TG,Loghmanee DA,Trang H, . An official ATS clinical policy statement: Congenital central hypoventilation syndrome: genetic basis, diagnosis, and management. Am J Respir Crit Care Med.. 2010;181(6):626-44.",1
115,20392993,"Palmirotta R,Savonarola A,Ludovici G,Donati P,Cavaliere F,DE Marchis ML,Ferroni P,Guadagni F. Association between Birt Hogg Dube syndrome and cancer predisposition. Anticancer Res.. 2010;30(3):751-7.",1
116,20400963,"Vaz F,Hanenberg H,Schuster B,Barker K,Wiek C,Erven V,Neveling K,Endt D,Kesterton I,Autore F,Fraternali F,Freund M,Hartmann L,Grimwade D,Roberts RG,Schaal H,Mohammed S,Rahman N,Schindler D,Mathew CG. Mutation of the RAD51C gene in a Fanconi anemia-like disorder. Nat Genet.. 2010;42(5):406-9.",1
117,20442441,"Wimmer K,Kratz CP. Constitutional mismatch repair-deficiency syndrome. Haematologica.. 2010;95(5):699-701.",1
118,20503338,"Simon T,Kohlhase J,Wilhelm C,Kochanek M,De Carolis B,Berthold F. Multiple malignant diseases in a patient with Rothmund-Thomson syndrome with RECQL4 mutations: Case report and literature review. Am J Med Genet A.. 2010;152A(6):1575-9.",1
119,20507306,"Alter BP,Giri N,Savage SA,Peters JA,Loud JT,Leathwood L,Carr AG,Greene MH,Rosenberg PS. Malignancies and survival patterns in the National Cancer Institute inherited bone marrow failure syndromes cohort study. Br J Haematol.. 2010;150(2):179-88.",1
120,20522427,"Nahorski MS,Lim DH,Martin L,Gille JJ,McKay K,Rehal PK,Ploeger HM,van Steensel M,Tomlinson IP,Latif F,Menko FH,Maher ER. Investigation of the Birt-Hogg-Dube tumour suppressor gene (FLCN) in familial and sporadic colorectal cancer. J Med Genet.. 2010;47(6):385-90.",1
121,2069856,"Narod SA,Stiller C,Lenoir GM. An estimate of the heritable fraction of childhood cancer. Br J Cancer.. 1991;63(6):993-9.",1
122,20803646,"Mansour S,Connell F,Steward C,Ostergaard P,Brice G,Smithson S,Lunt P,Jeffery S,Dokal I,Vulliamy T,Gibson B,Hodgson S,Cottrell S,Kiely L,Tinworth L,Kalidas K,Mufti G,Cornish J,Keenan R,Mortimer P,Murday V, . Emberger syndrome-primary lymphedema with myelodysplasia: report of seven new cases. Am J Med Genet A.. 2010;152A(9):2287-96.",1
123,20859198,"Pollock J,Welsh JS. Clinical cancer genetics: Part I: Gastrointestinal. Am J Clin Oncol.. 2011;34(3):332-6.",1
124,21150883,"McWilliams RR,Wieben ED,Rabe KG,Pedersen KS,Wu Y,Sicotte H,Petersen GM. Prevalence of CDKN2A mutations in pancreatic cancer patients: implications for genetic counseling. Eur J Hum Genet.. 2011;19(4):472-8.",1
125,21173220,"Janeway KA,Kim SY,Lodish M,NosÃ© V,Rustin P,Gaal J,Dahia PL,Liegl B,Ball ER,Raygada M,Lai AH,Kelly L,Hornick JL, ,O'Sullivan M,de Krijger RR,Dinjens WN,Demetri GD,Antonescu CR,Fletcher JA,Helman L,Stratakis CA. Defects in succinate dehydrogenase in gastrointestinal stromal tumors lacking KIT and PDGFRA mutations. Proc Natl Acad Sci U S A.. 2011;108(1):314-8.",1
126,21208904,"Bourdeaut F,Lequin D,BrugiÃ¨res L,Reynaud S,Dufour C,Doz F,AndrÃ© N,Stephan JL,PÃ©rel Y,Oberlin O,Orbach D,Bergeron C,Rialland X,FrÃ©neaux P,Ranchere D,Figarella-Branger D,Audry G,Puget S,Evans DG,Pinas JC,Capra V,Mosseri V,Coupier I,Gauthier-Villars M,Pierron G,Delattre O. Frequent hSNF5/INI1 germline mutations in patients with rhabdoid tumor. Clin Cancer Res.. 2011;17(1):31-8.",1
127,21224366,"Kunst HP,Rutten MH,de MÃ¶nnink JP,Hoefsloot LH,Timmers HJ,Marres HA,Jansen JC,Kremer H,Bayley JP,Cremers CW. SDHAF2 (PGL2-SDH5) and hereditary head and neck paraganglioma. Clin Cancer Res.. 2011;17(2):247-54.",1
128,21285249,"Casadei S,Norquist BM,Walsh T,Stray S,Mandell JB,Lee MK,Stamatoyannopoulos JA,King MC. Contribution of inherited mutations in the BRCA2-interacting protein PALB2 to familial breast cancer. Cancer Res.. 2011;71(6):2222-9.",1
129,21356067,"Kuusisto KM,Bebel A,Vihinen M,Schleutker J,Sallinen SL. Screening for BRCA1, BRCA2, CHEK2, PALB2, BRIP1, RAD50, and CDH1 mutations in high-risk Finnish BRCA1/2-founder mutation-negative breast and/or ovarian cancer individuals. Breast Cancer Res.. 2011;13(1):R20.",1
130,21386872,"Maher ER,Neumann HP,Richard S. von Hippel-Lindau disease: a clinical and scientific review. Eur J Hum Genet.. 2011;19(6):617-23.",1
131,21416598,"Marvin ML,Mazzoni SM,Herron CM,Edwards S,Gruber SB,Petty EM. AXIN2-associated autosomal dominant ectodermal dysplasia and neoplastic syndrome. Am J Med Genet A.. 2011;155A(4):898-902.",1
132,21436073,"Parry EM,Alder JK,Qi X,Chen JJ,Armanios M. Syndrome complex of bone marrow failure and pulmonary fibrosis predicts germline defects in telomerase. Blood.. 2011;117(21):5607-11.",1
133,21505157,"Pantaleo MA,Astolfi A,Indio V,Moore R,Thiessen N,Heinrich MC,Gnocchi C,Santini D,Catena F,Formica S,Martelli PL,Casadio R,Pession A,Biasco G. SDHA loss-of-function mutations in KIT-PDGFRA wild-type gastrointestinal stromal tumors identified by massively parallel sequencing. J Natl Cancer Inst.. 2011;103(12):983-7.",1
134,21514219,"Zhang B,Beeghly-Fadiel A,Long J,Zheng W. Genetic variants associated with breast-cancer risk: comprehensive research synopsis, meta-analysis, and epidemiological evidence. Lancet Oncol.. 2011;12(5):477-88.",1
135,21521328,"Frank-Raue K,Leidig-Bruckner G,Haag C,Schulze E,Lorenz A,Schmitz-Winnenthal H,Raue F. Inactivating calcium-sensing receptor mutations in patients with primary hyperparathyroidism. Clin Endocrinol (Oxf).. 2011;75(1):50-5.",1
136,21552134,"Moline J,Eng C. Multiple endocrine neoplasia type 2: an overview. Genet Med.. 2011;13(9):755-64.",1
137,21626677,"Bergendal B,Klar J,StecksÃ©n-Blicks C,Norderyd J,Dahl N. Isolated oligodontia associated with mutations in EDARADD, AXIN2, MSX1, and PAX9 genes. Am J Med Genet A.. 2011;155A(7):1616-22.",1
138,21642682,"Bonadona V,BonaÃ¯ti B,Olschwang S,Grandjouan S,Huiart L,Longy M,Guimbaud R,Buecher B,Bignon YJ,Caron O,Colas C,NoguÃ¨s C,Lejeune-Dumoulin S,Olivier-Faivre L,Polycarpe-Osaer F,Nguyen TD,Desseigne F,Saurin JC,Berthet P,Leroux D,Duffour J,Manouvrier S,FrÃ©bourg T,Sobol H,Lasset C,BonaÃ¯ti-PelliÃ© C, . Cancer risks associated with germline mutations in MLH1, MSH2, and MSH6 genes in Lynch syndrome. JAMA.. 2011;305(22):2304-10.",1
139,21685915,"Comino-MÃ©ndez I,Gracia-AznÃ¡rez FJ,Schiavi F,Landa I,Leandro-GarcÃ­a LJ,LetÃ³n R,Honrado E,Ramos-Medina R,Caronia D,Pita G,GÃ³mez-GraÃ±a A,de Cubas AA,Inglada-PÃ©rez L,Maliszewska A,Taschin E,Bobisse S,Pica G,Loli P,HernÃ¡ndez-Lavado R,DÃ­az JA,GÃ³mez-Morales M,GonzÃ¡lez-Neira A,Roncador G,RodrÃ­guez-Antona C,BenÃ­tez J,Mannelli M,Opocher G,Robledo M,CascÃ³n A. Exome sequencing identifies MAX mutations as a cause of hereditary pheochromocytoma. Nat Genet.. 2011;43(7):663-7.",1
140,21706002,"Hoischen A,van Bon BW,RodrÃ­guez-Santiago B,Gilissen C,Vissers LE,de Vries P,Janssen I,van Lier B,Hastings R,Smithson SF,Newbury-Ecob R,Kjaergaard S,Goodship J,McGowan R,Bartholdi D,Rauch A,Peippo M,Cobben JM,Wieczorek D,Gillessen-Kaesbach G,Veltman JA,Brunner HG,de Vries BB. De novo nonsense mutations in ASXL1 cause Bohring-Opitz syndrome. Nat Genet.. 2011;43(8):729-31.",1
141,21807500,"Xiang HP,Geng XP,Ge WW,Li H. Meta-analysis of CHEK2 1100delC variant and colorectal cancer susceptibility. Eur J Cancer.. 2011;47(17):2546-51.",1
142,21813476,"Worthley DL,Phillips KD,Wayte N,Schrader KA,Healey S,Kaurah P,Shulkes A,Grimpen F,Clouston A,Moore D,Cullen D,Ormonde D,Mounkley D,Wen X,Lindor N,Carneiro F,Huntsman DG,Chenevix-Trench G,Suthers GK. Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS): a new autosomal dominant syndrome. Gut.. 2012;61(5):774-9.",1
143,21844754,"LaRusch J,Whitcomb DC. Genetics of pancreatitis. Curr Opin Gastroenterol.. 2011;27(5):467-74.",1
144,21876083,"Cybulski C,WokoÅ‚orczyk D,Jakubowska A,Huzarski T,Byrski T,Gronwald J,MasojÄ‡ B,Deebniak T,GÃ³rski B,Blecharz P,Narod SA,LubiÅ„ski J. Risk of breast cancer in women with a CHEK2 mutation with and without a family history of breast cancer. J Clin Oncol.. 2011;29(28):3747-52.",1
145,21892158,"Ostergaard P,Simpson MA,Connell FC,Steward CG,Brice G,Woollard WJ,Dafou D,Kilo T,Smithson S,Lunt P,Murday VA,Hodgson S,Keenan R,Pilz DT,Martinez-Corral I,Makinen T,Mortimer PS,Jeffery S,Trembath RC,Mansour S. Mutations in GATA2 cause primary lymphedema associated with a predisposition to acute myeloid leukemia (Emberger syndrome). Nat Genet.. 2011;43(10):929-31.",1
146,21937622,"Yeap PM,Tobias ES,Mavraki E,Fletcher A,Bradshaw N,Freel EM,Cooke A,Murday VA,Davidson HR,Perry CG,Lindsay RS. Molecular analysis of pheochromocytoma after maternal transmission of SDHD mutation elucidates mechanism of parent-of-origin effect. J Clin Endocrinol Metab.. 2011;96(12):E2009-13.",1
147,22006311,"Walsh T,Casadei S,Lee MK,Pennil CC,Nord AS,Thornton AM,Roeb W,Agnew KJ,Stray SM,Wickramanayake A,Norquist B,Pennington KP,Garcia RL,King MC,Swisher EM. Mutations in 12 genes for inherited ovarian, fallopian tube, and peritoneal carcinoma identified by massively parallel sequencing. Proc Natl Acad Sci U S A.. 2011;108(44):18032-7.",1
148,22058428,"Adank MA,Jonker MA,Kluijt I,van Mil SE,Oldenburg RA,Mooi WJ,Hogervorst FB,van den Ouweland AM,Gille JJ,Schmidt MK,van der Vaart AW,Meijers-Heijboer H,Waisfisz Q. CHEK2*1100delC homozygosity is associated with a high breast cancer risk in women. J Med Genet.. 2011;48(12):860-3.",1
149,22071890,"Bourdeaut F,Ferrand S,BrugiÃ¨res L,Hilbert M,Ribeiro A,Lacroix L,BÃ©nard J,Combaret V,Michon J,Valteau-Couanet D,Isidor B,Rialland X,PoirÃ©e M,Defachelles AS,Peuchmaur M,Schleiermacher G,Pierron G,Gauthier-Villars M,Janoueix-Lerosey I,Delattre O, . ALK germline mutations in patients with neuroblastoma: a rare and weakly penetrant syndrome. Eur J Hum Genet.. 2012;20(3):291-7.",1
150,22241717,"Piccini V,Rapizzi E,Bacca A,Di Trapani G,Pulli R,GiachÃ¨ V,Zampetti B,Lucci-Cordisco E,Canu L,Corsini E,Faggiano A,Deiana L,Carrara D,Tantardini V,Mariotti S,Ambrosio MR,Zatelli MC,Parenti G,Colao A,Pratesi C,Bernini G,Ercolino T,Mannelli M. Head and neck paragangliomas: genetic spectrum and clinical variability in 79 consecutive patients. Endocr Relat Cancer.. 2012;19(2):149-55.",1
151,22341969,"Tanaka A,Weinel S,Nagy N,O'Driscoll M,Lai-Cheong JE,Kulp-Shorten CL,Knable A,Carpenter G,Fisher SA,Hiragun M,Yanase Y,Hide M,Callen J,McGrath JA. Germline mutation in ATR in autosomal- dominant oropharyngeal cancer syndrome. Am J Hum Genet.. 2012;90(3):511-7.",1
152,22355046,"Kleinerman RA,Yu CL,Little MP,Li Y,Abramson D,Seddon J,Tucker MA. Variation of second cancer risk by family history of retinoblastoma among long-term survivors. J Clin Oncol.. 2012;30(9):950-7.",1
153,22357538,"Solyom S,Aressy B,PylkÃ¤s K,Patterson-Fortin J,Hartikainen JM,Kallioniemi A,Kauppila S,NikkilÃ¤ J,Kosma VM,Mannermaa A,Greenberg RA,Winqvist R. Breast cancer-associated Abraxas mutation disrupts nuclear localization and DNA damage response functions. Sci Transl Med.. 2012;4(122):122ra23.",1
154,22373003,"Chrzanowska KH,Gregorek H,Dembowska-BagiÅ„ska B,Kalina MA,Digweed M. Nijmegen breakage syndrome (NBS). Orphanet J Rare Dis.. 2012;7():13.",1
155,22452945,"Burnichon N,CascÃ³n A,Schiavi F,Morales NP,Comino-MÃ©ndez I,Abermil N,Inglada-PÃ©rez L,de Cubas AA,Amar L,Barontini M,de QuirÃ³s SB,Bertherat J,Bignon YJ,Blok MJ,Bobisse S,Borrego S,Castellano M,Chanson P,Chiara MD,Corssmit EP,GiacchÃ¨ M,de Krijger RR,Ercolino T,Girerd X,GÃ³mez-GarcÃ­a EB,GÃ³mez-GraÃ±a A,Guilhem I,Hes FJ,Honrado E,Korpershoek E,Lenders JW,LetÃ³n R,Mensenkamp AR,Merlo A,Mori L,Murat A,Pierre P,Plouin PF,Prodanov T,Quesada-Charneco M,Qin N,Rapizzi E,Raymond V,Reisch N,Roncador G,Ruiz-Ferrer M,Schillo F,Stegmann AP,Suarez C,Taschin E,Timmers HJ,Tops CM,Urioste M,Beuschlein F,Pacak K,Mannelli M,Dahia PL,Opocher G,Eisenhofer G,Gimenez-Roqueplo AP,Robledo M. MAX mutations cause hereditary and sporadic pheochromocytoma and paraganglioma. Clin Cancer Res.. 2012;18(10):2828-37.",1
156,22464250,"Michot C,Le Goff C,Goldenberg A,Abhyankar A,Klein C,Kinning E,Guerrot AM,Flahaut P,Duncombe A,Baujat G,Lyonnet S,Thalassinos C,Nitschke P,Casanova JL,Le Merrer M,Munnich A,Cormier-Daire V. Exome sequencing identifies PDE4D mutations as another cause of acrodysostosis. Am J Hum Genet.. 2012;90(4):740-5.",1
157,22464251,"Park DJ,Lesueur F,Nguyen-Dumont T,Pertesi M,Odefrey F,Hammet F,Neuhausen SL,John EM,Andrulis IL,Terry MB,Daly M,Buys S,Le Calvez-Kelm F,Lonie A,Pope BJ,Tsimiklis H,Voegele C,Hilbers FM,Hoogerbrugge N,Barroso A,Osorio A, , ,Giles GG,Devilee P,Benitez J,Hopper JL,Tavtigian SV,Goldgar DE,Southey MC. Rare mutations in XRCC2 increase the risk of breast cancer. Am J Hum Genet.. 2012;90(4):734-9.",1
158,22464252,"Lee H,Graham JM,Rimoin DL,Lachman RS,Krejci P,Tompson SW,Nelson SF,Krakow D,Cohn DH. Exome sequencing identifies PDE4D mutations in acrodysostosis. Am J Hum Genet.. 2012;90(4):746-51.",1
159,22561515,"Jaeger E,Leedham S,Lewis A,Segditsas S,Becker M,Cuadrado PR,Davis H,Kaur K,Heinimann K,Howarth K, ,East J,Taylor J,Thomas H,Tomlinson I. Hereditary mixed polyposis syndrome is caused by a 40-kb upstream duplication that leads to increased and ectopic expression of the BMP antagonist GREM1. Nat Genet.. 2012;44(6):699-703.",1
160,22692063,"Hingorani M,Hanson I,van Heyningen V. Aniridia. Eur J Hum Genet.. 2012;20(10):1011-7.",1
161,22723327,"Thakker RV,Newey PJ,Walls GV,Bilezikian J,Dralle H,Ebeling PR,Melmed S,Sakurai A,Tonelli F,Brandi ML, . Clinical practice guidelines for multiple endocrine neoplasia type 1 (MEN1). J Clin Endocrinol Metab.. 2012;97(9):2990-3011.",1
162,22846733,"ValidYN,LastName,ForeName,Initials,AffiliationInfo. Genetic testing by cancer site: colon (polyposis syndromes). Cancer J.. ;18(4):328-33.",1
163,22863007,"Chaki M,Airik R,Ghosh AK,Giles RH,Chen R,Slaats GG,Wang H,Hurd TW,Zhou W,Cluckey A,Gee HY,Ramaswami G,Hong CJ,Hamilton BA,Cervenka I,Ganji RS,Bryja V,Arts HH,van Reeuwijk J,Oud MM,Letteboer SJ,Roepman R,Husson H,Ibraghimov-Beskrovnaya O,Yasunaga T,Walz G,Eley L,Sayer JA,Schermer B,Liebau MC,Benzing T,Le Corre S,Drummond I,Janssen S,Allen SJ,Natarajan S,O'Toole JF,Attanasio M,Saunier S,Antignac C,Koenekoop RK,Ren H,Lopez I,Nayir A,Stoetzel C,Dollfus H,Massoudi R,Gleeson JG,Andreoli SP,Doherty DG,Lindstrad A,Golzio C,Katsanis N,Pape L,Abboud EB,Al-Rajhi AA,Lewis RA,Omran H,Lee EY,Wang S,Sekiguchi JM,Saunders R,Johnson CA,Garner E,Vanselow K,Andersen JS,Shlomai J,Nurnberg G,Nurnberg P,Levy S,Smogorzewska A,Otto EA,Hildebrandt F. Exome capture reveals ZNF423 and CEP164 mutations, linking renal ciliopathies to DNA damage response signaling. Cell.. 2012;150(3):533-48.",1
164,22935333,"Carbone M,Ferris LK,Baumann F,Napolitano A,Lum CA,Flores EG,Gaudino G,Powers A,Bryant-Greenwood P,Krausz T,Hyjek E,Tate R,Friedberg J,Weigel T,Pass HI,Yang H. BAP1 cancer syndrome: malignant mesothelioma, uveal and cutaneous melanoma, and MBAITs. J Transl Med.. 2012;10():179.",1
165,22972948,"Alston CL,Davison JE,Meloni F,van der Westhuizen FH,He L,Hornig-Do HT,Peet AC,Gissen P,Goffrini P,Ferrero I,Wassmer E,McFarland R,Taylor RW. Recessive germline SDHA and SDHB mutations causing leukodystrophy and isolated mitochondrial complex II deficiency. J Med Genet.. 2012;49(9):569-77.",1
166,22974104,"Italiano A,Chen CL,Sung YS,Singer S,DeMatteo RP,LaQuaglia MP,Besmer P,Socci N,Antonescu CR. SDHA loss of function mutations in a subset of young adult wild-type gastrointestinal stromal tumors. BMC Cancer.. 2012;12():408.",1
167,23029104,"Wang O,Wang C,Nie M,Cui Q,Guan H,Jiang Y,Li M,Xia W,Meng X,Xing X. Novel HRPT2/CDC73 gene mutations and loss of expression of parafibromin in Chinese patients with clinically sporadic parathyroid carcinomas. PLoS One.. 2012;7(9):e45567.",1
168,23033274,"Lynch DC,Dyment DA,Huang L,Nikkel SM,Lacombe D,Campeau PM,Lee B,Bacino CA,Michaud JL,Bernier FP, ,Parboosingh JS,Innes AM. Identification of novel mutations confirms PDE4D as a major gene causing acrodysostosis. Hum Mutat.. 2013;34(1):97-102.",1
169,23047742,"Ben-Shachar S,Constantini S,Hallevi H,Sach EK,Upadhyaya M,Evans GD,Huson SM. Increased rate of missense/in-frame mutations in individuals with NF1-related pulmonary stenosis: a novel genotype-phenotype correlation. Eur J Hum Genet.. 2013;21(5):535-9.",1
170,23060355,"Dwight T,Benn DE,Clarkson A,Vilain R,Lipton L,Robinson BG,Clifton-Bligh RJ,Gill AJ. Loss of SDHA expression identifies SDHA mutations in succinate dehydrogenase-deficient gastrointestinal stromal tumors. Am J Surg Pathol.. 2013;37(2):226-33.",1
171,23083876,"Ricketts CJ,Shuch B,Vocke CD,Metwalli AR,Bratslavsky G,Middelton L,Yang Y,Wei MH,Pautler SE,Peterson J,Stolle CA,Zbar B,Merino MJ,Schmidt LS,Pinto PA,Srinivasan R,Pacak K,Linehan WM. Succinate dehydrogenase kidney cancer: an aggressive example of the Warburg effect in cancer. J Urol.. 2012;188(6):2063-71.",1
172,23091106,"Engel C,Loeffler M,Steinke V,Rahner N,Holinski-Feder E,Dietmaier W,Schackert HK,Goergens H,von Knebel Doeberitz M,Goecke TO,Schmiegel W,Buettner R,Moeslein G,Letteboer TG,GÃ³mez GarcÃ­a E,Hes FJ,Hoogerbrugge N,Menko FH,van Os TA,Sijmons RH,Wagner A,Kluijt I,Propping P,Vasen HF. Risks of less common cancers in proven mutation carriers with lynch syndrome. J Clin Oncol.. 2012;30(35):4409-15.",1
173,23140918,"Pasquali D,Di Matteo FM,Renzullo A,Accardo G,Esposito D,Barbato F,Colantuoni V,Circelli L,Conzo G. Multiple endocrine neoplasia, the old and the new: a mini review. G Chir.. ;33(11-12):370-3.",1
174,23208944,"Majewski IJ,Kluijt I,Cats A,Scerri TS,de Jong D,Kluin RJ,Hansford S,Hogervorst FB,Bosma AJ,Hofland I,Winter M,Huntsman D,Jonkers J,Bahlo M,Bernards R. An Î±-E-catenin (CTNNA1) mutation in hereditary diffuse gastric cancer. J Pathol.. 2013;229(4):621-9.",1
175,23223431,"Pasquet M,BellannÃ©-Chantelot C,Tavitian S,Prade N,Beaupain B,Larochelle O,Petit A,Rohrlich P,Ferrand C,Van Den Neste E,Poirel HA,Lamy T,OuachÃ©e-Chardin M,Mansat-De Mas V,Corre J,RÃ©cher C,Plat G,Bachelerie F,Donadieu J,Delabesse E. High frequency of GATA2 mutations in patients with mild chronic neutropenia evolving to MonoMac syndrome, myelodysplasia, and acute myeloid leukemia. Blood.. 2013;121(5):822-9.",1
176,23230001,"Pachlopnik Schmid J,Lemoine R,Nehme N,Cormier-Daire V,Revy P,Debeurme F,DebrÃ© M,Nitschke P,Bole-Feysot C,Legeai-Mallet L,Lim A,de Villartay JP,Picard C,Durandy A,Fischer A,de Saint Basile G. Polymerase Îµ1 mutation in a human syndrome with facial dysmorphism, immunodeficiency, livedo, and short stature ('FILS syndrome'). J Exp Med.. 2012;209(13):2323-30.",1
177,23263490,"Palles C,Cazier JB,Howarth KM,Domingo E,Jones AM,Broderick P,Kemp Z,Spain SL,Guarino E,Guarino Almeida E,Salguero I,Sherborne A,Chubb D,Carvajal-Carmona LG,Ma Y,Kaur K,Dobbins S,Barclay E,Gorman M,Martin L,Kovac MB,Humphray S, , ,Lucassen A,Holmes CC,Bentley D,Donnelly P,Taylor J,Petridis C,Roylance R,Sawyer EJ,Kerr DJ,Clark S,Grimes J,Kearsey SE,Thomas HJ,McVean G,Houlston RS,Tomlinson I. Germline mutations affecting the proofreading domains of POLE and POLD1 predispose to colorectal adenomas and carcinomas. Nat Genet.. 2013;45(2):136-44.",1
178,23293331,"Bricaire L,Odou MF,Cardot-Bauters C,Delemer B,North MO,Salenave S,Vezzosi D,Kuhn JM,Murat A,Caron P,Sadoul JL,Silve C,Chanson P,Barlier A,Clauser E,Porchet N,Groussin L, . Frequent large germline HRPT2 deletions in a French National cohort of patients with primary hyperparathyroidism. J Clin Endocrinol Metab.. 2013;98(2):E403-8.",1
