NCCN_OriginalID,Gene,Variant,Organ_System,Gender,Modality,OriginalAction,GuidelineBody,GuidelineName,GuidelineVersion,GuidelineYear ,EntryDate,EntryBy,ModifiedDate,ModifiedBy,IsDeleted,DeleteDate,DeletedBy,,,,,,,,,,,,
142,CHEK2,,Breast,2,Imaging,"Annual mammogram at age 40 y and consider breast MRI with contrast starting at age 30-35 y. May be modified based on family history (typically beginning screening 5-10 years earlier than the youngest diagnosis in the family but not later than stated in the table) or specific gene pathogenic/likely pathogenic variant. For women with pathogenic/likely pathogenic variants who are treated for breast cancer and have not had bilateral mastectomy, screening should continue as described. 
Risk data are based only on frameshift pathogenic/likely pathogenic variants. The risks for most missense variants are unclear but for some pathogenic/likely pathogenic variants, such as IIe157Thr, the risk for breast cancer appears to be lower and does not reach the threshold for management change. Management should be based on best estimates of cancer risk for the specific pathogenic/likely pathogenic variant.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
143,CHEK2,,Ovary,2,Screening,No established association.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
144,CHEK2,,Colorectal,0,Endoscopy,"For probands with CRC and one of these pathogenic variants: See surveillance recommendations for post-CRC resection: NCCN guidelines for Colon Cancer and NCCN Guidelines for Rectal Cancer. 

For probands without a personal history of CRC, high-quality colonoscopy screening every 5 y, beginning at age 40 or 10 y prior to age of first-degree relative's CRC diagnosis when indicated. 
 ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
145,DIS3L2,,General,0,Gene Insight,"Affected children are large at birth, are hypotonic, and show organomegaly, characteristic facial dysmorphisms (inverted V-shaped upper lip, prominent forehead, deep-set eyes, broad and flat nasal bridge, and low-set ears), renal anomalies (nephromegaly and hydronephrosis), frequent neurodevelopmental delay, and high neonatal mortality.",NCCN,Wilms Tumor,2.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
146,DIS3L2,,Kidney,0,Ultrasound,The Pediatric Cancer Working Group of the American Association for Cancer Research recommends renal US every 3 months up to age 8 years.,NCCN,Wilms Tumor,2.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
147,EPCAM,,Colorectal,0,Endoscopy,"High-quality colonoscopy at age 20-25 years or 2-5 years prior to the earliest CRC if it is diagnosed before age 25 years and repeat every 1-2 years. There is little evidence to guide the timing of initating screening relative to the youngest age of diagnosis in a relative and the timing should be individualized.  Patients who may benefit from a shorter 1-year versus longer 2-year interval include those with risk factors such as history of CRC, male sex, MLH1/MSH2 pathogenic variant, age >40 years, and history of adenoma. The panel recognizes that there are limited population-based studies on the lifetime risk for most of the cancers related to each of these genes. Although there are some pathogenic variant-specific data available, a generalized screening approach is suggested for many surveillance strategies. Screening and the option of risk-reducing surgeries should be individualized after risk assessment and counseling.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
148,EPCAM,,Skin,0,Dermatologic Exam,"Frequency of malignant and benign skin tumors such as sebaceous adenocarcinomas, sebaceous adenomas, and keratoacanthomas has been reported to be increased among patients with Lynch syndrome, but cumulative lifetime risk and median age of presentation are uncertain. Consider skin exam every 1-2 years with a health care provider skilled in identifying Lynch syndrome-associated skin manifestations. Age to start surveillance is uncertain and can be individualized.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
149,EPCAM,,General,0,Cascade Testing,"Advise patients to tell relatives about possible inherited cancer risk, options for risk assessment and management. Recommend genetic counseling and considerations of genetic testing for at-risk relatives.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
150,EPCAM,,Pancreas,0,Screening,"There are limited data on pancreatic cancer risk among MSH2 pathogenic variant carriers. Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first-or second- degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant (Abe T, et al. J Clin Oncol 2019;37:1070-1080). 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of benign or indeterminate pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. 
The panel recommends that screening be considered using annual contrast-enhancing MRI/magnetic resonance cholangiopancreatography (MRCP) and/or endoscopic ultrasound (EUS), with considerations of shorter screening intervals for individuals found to have potentially concerning abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
151,MLH1,,Pancreas,0,Screening,"Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first-or second- degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant (Abe T, et al. J Clin Oncol 2019;37:1070-1080). 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of benign or indeterminate pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. 
The panel recommends that screening be considered using annual contrast-enhancing MRI/magnetic resonance cholangiopancreatography (MRCP) and/or endoscopic ultrasound (EUS), with considerations of shorter screening intervals for individuals found to have potentially concerning abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
152,MSH2,,Pancreas,0,Screening,"There are limited data on pancreatic cancer risk among MSH2 pathogenic variants. Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first-or second- degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant (Abe T, et al. J Clin Oncol 2019;37:1070-1080). 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of benign or indeterminate pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. 
The panel recommends that screening be considered using annual contrast-enhancing MRI/magnetic resonance cholangiopancreatography (MRCP) and/or endoscopic ultrasound (EUS), with considerations of shorter screening intervals for individuals found to have potentially concerning abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
153,MSH6,,Pancreas,0,Screening,"There are limited data on pancreatic cancer risk among MSH6 pathogenic variant carriers. Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first-or second- degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant (Abe T, et al. J Clin Oncol 2019;37:1070-1080). 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of benign or indeterminate pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. 
The panel recommends that screening be considered using annual contrast-enhancing MRI/magnetic resonance cholangiopancreatography (MRCP) and/or endoscopic ultrasound (EUS), with considerations of shorter screening intervals for individuals found to have potentially concerning abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
154,FANCC,,Breast,2,Screening,"FANCC is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
155,FANCC,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"FANCC is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
156,MRE11A,,Breast,2,Screening,"MRE11 is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
157,MUTYH,Monoallelic ,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"MUTYH heterozygotes are found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
167,RAD50,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"RAD50 is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
168,RINT1,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"RINT1 is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
169,SLX4,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"SLX4 is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
170,SMARCA4,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"SMARCA4 is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
171,XRCC2,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"XRCC2 is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
172,FH,,Kidney,0,Imaging,"Abdominal MRI (preferred) or CT with and without IV contrast annually starting at age 8-10 if there is a family member with an early diagnosis, screening should begin 10 y before earliest age of diagnosis in family member. Menko F, Maher E, Schmidt L, et al. Hereditary Leiomyomatosis and renal cell cancer (HLRCC): Renal cancer risk, surveillance and treatment. Fam Cancer 2014;13:637-644.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
173,FH,,Kidney,0,Gene insight,"Syndrome: Hereditary Leiomyomatosis and renal cell carcinoma (HLRCC).\
 \
 Histology: FLRCC or FH-associated RCC; type 2 papillary\
 \
 Inheritance Pattern: Autosomal Dominant\
 \
 Major Clinical Manifestations: Leiomyomas of skin and uterus, unilateral, solitary, and aggressive renal cell tumors. PET-positive adrenal adenomas\
 \
 Other specialists Involved in Screening: gynecology, dermatology",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
174,FH,,Kidney,0,Surgical Recommendation," As these tumors can be aggressive, surveillance of renal tumors is not recommended, and total radical nephrectomy should be considered.
Menko FH, Maher ER, Schmidt LS, et al. Hereditary Leiomyomatosis and renal cell cancer (HLRCC): renal cancer risk, surveillance and treatment. Fam Cancer 2014;13:6376-44.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
175,FH,,Kidney,0,Therapy,"Useful in Certain Circumstances: Erlotinib plus bevacizuma. An FDA-approved biosimilar is an appropriate substitute for bevacizumab.
/ 
There are no specific FDA-approved therapies for HLRCC. Treatment with erlotinib plus bevacizumab demonstrated benefit in patients with metastatic RCC from HLRCC. Srinivasan R, Gurram S, Al Harthy M, et al. Results from a phase II study of bevacizumab and erlotinib in subjects with advanced hereditary leiomyomatosis and renal cell cancer (HLRCC) or sporadic papillary renal cell cancer [abstract]. J Clin Oncol 2020;38:(15_suppl) 5004-5004.",NCCN,Kidney Cancer,3.2023,2022,10/18/2022,Krista Ortega,,,,,,,,,,,,,,,,,
176,FLCN,,General,0,Gene Insight,"Syndrome: Birt-Hogg-Dube Syndrome (BHDS). Histology: chromophobe, hybriod oncocytic tumors, papillary RCC. Inheritance Pattern: Autosomal Dominant. Major Clinical Manifestations: Cutaneous fibrofolliculoma or trichodiscoma, pulmonary cysts, and spontaneous pneumothorax. Other specialists Involved in Screening: pulmonology, dermatology.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
177,FLCN,,Kidney,0,Imaging,"Abdominal MRI (preferred) or CT with and without IV contrast every 3 y starting at age 20 y. If there is a family member with an early diagnosis, screening should begin 10 y before earliest age of diagnosis in family member. Menko F, van Steensel M, Giraud S, et al. Birt-Hogg-Dube syndrome: Diagnosis and management. Lancet Oncol 2009;10:1199-1206.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
178,FLCN,,Kidney,0,Surgical Recommendation,"Nephron-sparing surgery is the treatment of choice for renal tumors whenever possible, with consideration that an individual may have multiple tumors during their lifetime. Ablative treatment options may be considered for those with significant medical or surgical risk to undergo an operation. Pavlovich CP, Grubb RL 3rd, Hurley K, et al. Evaluation and management of renal tumors in the Birt-Hogg-Dube syndrome. J Urol 2005;173:1482-1486.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
179,GALNT12,,Colorectal,0,Colonoscopy,Evidence insufficient to provide specialized CRC screening recommendations; manage based on family history. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
180,GATA2,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Bone marrow failure; B-/NK-/CD4-cell lymphocytopenia, monocytopenia AML/MDS (highly penetrant).
Other phenotypes and clinical features: Immune deficiency (viral infections, warts, disseminated nontuberculous mycobacterial infections), wide range of extra-hematopoietic manifestations (eg, lymphedema, sensorineural hearing loss, pulmonary alveolar proteinosis), megakaryocyte atypia; pediatrics MDS w/-7/del7q, trisomy 8, or der (1;7). 
",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
181,GREM1,,Colorectal,0,Endoscopy,"Begin high-quality colonoscopy at age 25-30 years and every 2-3 years if negative. If polyps are found, high-quality colonoscopy every 1-2 years with consideration of surgery if the polyp burden becomes unmanageable. Surgical evaluation if appropriate. The panel recognizes that data to support the surveillance recommendations for these particular genes are evolving at this time. Caution should be used when implementing final colonoscopy surveillance regimens in context of patient preferences and new knowledge that may emerge.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
182,MAX,,General,0,Gene Insight," Available data suggest that patients with MAX mutations are primarily at risk for adrenal tumors. Therefore, consideration can be given to more targeted imaging in these cohorts",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
183,MAX,,General,0,Parent of Origin Effect, Patients with MAX mutations are most at risk if the pathogenic variant was paternally inherited. Recommend following the above recommendations if the parent of origin is unknown. Consider screening for patients with maternally inherited variants as case reports of tumor occurrence exist,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
184,MEN1,,General,0,Cascade Testing,"Genetic counseling and MEN1 genetic testing should be offered to individuals with a clinical diagnosis of MEN1 and to at-risk relatives of individuals with known germline MEN1 mutations. Genetic risk evaluation is also recommended in a patient with clinical suspicion for MEN1 with two or more of the following, or one of the following and a family history of one or more of the following: primary hyperparathyroidism, duodenal/pancreatic NET, pituitary adenoma, or foregut carcinoid (bronchial, thymic, or gastric).",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/20/2022,Krista Ortega,,,,,,,,,,,,,,,,,
185,MEN1,,Lung,0,Imaging,"Consider chest CT or MRI with contrast every 1-3 y. For prolonged surveillance, studies without radiation are preferred. Bronchial NETs occur more frequently in women, while thymic NETs occur more frequently in men. In addition, smokers appear to be at increased risk for the development of thymic NETs.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
186,MEN1,,Pancreas,0,Biochemical Screening,Follow previously elevated serum hormones or as symptoms indicate.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
187,MEN1,,Pancreas,0,Imaging,"Screening for Pancreatic Neuroendocrine Tumors (NETs). Consider abdominal/pelvic CT or MRI with contrast every 1-3 years. Consider serial EUS. For prolonged surveillance, studies without radiation are preferred.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
188,MEN1,,Pancreas,0,Surgical Management,"In general, surgical management of patients with MEN1 is similar to those with sporadic tumors. However, one notable exception is the multi-focality of pancreaticoduodenal NETs in patients with MEN1. The role of surgery remains controversial in patients with multifocal tumors. Decision to resect a pancreatic or duodenal NET in the setting of multifocal disease is complex. If surgery is performed to resect hormonally functional tumor(s), attempts should be made to preoperatively localize the site of the functional tumor. Surgical resection can be considered in the following scenarios: symptomatic functional tumors refractory to medical management, tumor larger than 2 cm in size, Tumor with relatively rapid rate of growth over 6-12 months. Endoscopy with EUS is recommended prior to pancreatic surgery in order to preoperatively assess the localized tumors. MEN1-associated metastatic PanNETs are often slower growing than metastatic sporadic tumors. Observation can be considered for non-functioning indolent tumors. Yates CJ, Newey PJ, Thakker RV. Challenges and controversies in management of pancreatic neuroendocrine tumors in patients with MEN1. Lancet Diabetes Endocrinol 2015;3:895-905.Frost M, Lines KE, Thakker RV. Current and emerging therapies for PNETs in patients with or without MEN1. Nat Rev Endocrinol 2018;14(4):216-227.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
189,MEN1,,Parathyroid,0,Screening,"Measure serum calcium levels annually. If calcium elevated, measure PTH and 25-OH vitamin D levels and obtain imaging via neck ultrasound, parathyroid sestamibi with SPECT scan, or 4D-CT. Preference of scan will depend on institutional practice/protocol. Sestamibi may not be as sensitive since often the patient has hyperplasia. For prolonged surveillance, studies without radiation are preferred.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
190,MEN1,,Pituitary,0,Biochemical Screening,"Prolactin, IGF-1, and other previously abnormal pituitary hormones every 3-5 y or as symptoms indicate.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
191,MEN1,,Pituitary,0,Imaging,Pituitary or sella MRI with contrast of pituitary every 3-5 y,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
192,MEN1,,Referral,0,Referral,A consultation with an endocrinologist for all patients with MEN1 should be considered.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
193,MEN1,,Thymus,0,Imaging,"Consider chest CT or MRI with contrast every 1-3 y. For prolonged surveillance, studies without radiation are preferred. Bronchial NETs occur more frequently in women, while thymic NETs occur more frequently in men. In addition, smokers appear to be at increased risk for the development of thymic NETs.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
194,MET,,General,0,Gene Insight,"Syndrome: Hereditary papillary renal carcinoma (HPRC). Histology: Type 1 papillary. Inheritance Pattern: Autosomal Dominant. Major Clinical Manifestations: Multifocal, bilateral renal cell tumors. Other specialists Involved in Screening: Nephrology",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
195,MET,,Kidney,0,Imaging,"Abdominal MRI (preferred) or CT with and without IV contrast every 1-2 y starting at age 30 y. If there is a family member with an early diagnosis, screening should begin 10 y before earliest age of diagnosis in family member.
 Ornstein DK, Lubensky IA, Venzon D, et al. Prevalence of microscopic tumors in normal appearing renal parenchyma of patients with hereditary papillary renal cancer. J Urol 2000;163:431-433.Rednam SP, Erez A, Druker H, et al. 
Von Hippel-Lindau and hereditary pheochromocytoma/paraganglioma syndromes: Clinical features, genetics, and surveillance recommendations in childhood. Clin Cancer Res 2017;23:e68-e75.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
196,MET,,Kidney,0,Surgical Recommendation,"Nephron-sparing surgery is the treatment of choice for renal tumors whenever possible, with consideration that an individual may have multiple
tumors during their lifetime. Ablative treatment options may be considered for those with significant medical or surgical risk to undergo an operation.",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
197,MLH1,,General,0,Cascade Testing,"Advise patients to tell relatives about possible inherited cancer risk, options for risk assessment and management. Recommend genetic counseling and consideration of genetic testing for at-risk relatives.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
198,MLH1,,Skin,0,Dermatologic Exam,"Frequency of malignant and benign skin tumors such as sebaceous adenocarcinomas, sebaceous adenomas, and keratoacanthomas has been reported to be increased among patients with LS, but cumulative lifetime risk and median age of presentation are uncertain. Consider skin exam every 1-2 years with a health care provider skilled in identifying LS-associated skin manifestations. Age to start surveillance is uncertain and can be individualized.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
199,MLH1,,Colorectal,0,Endoscopy,"High-quality colonoscopy at age 20-25 years or 2-5 years prior to the earliest CRC if it is diagnosed before age 25 years and repeat every 1-2 years. There is little evidence to guide the timing of initating screening relative to the youngest age of diagnosis in a relative and the timing should be individualized.  Patients who may benefit from a shorter 1-year versus longer 2-year interval include those with risk factors such as history of CRC, male sex, MLH1/MSH2 pathogenic variant, age >40 years, and history of adenoma. The panel recognizes that there are limited population-based studies on the lifetime risk for most of the cancers related to each of these genes. Although there are some pathogenic variant-specific data available, a generalized screening approach is suggested for many surveillance strategies. Screening and the option of risk-reducing surgeries should be individualized after risk assessment and counseling.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
200,MSH2,,Colorectal,0,Endoscopy,"High-quality colonoscopy at age 20-25 years or 2-5 years prior to the earliest CRC if it is diagnosed before age 25 years and repeat every 1-2 years. There is little evidence to guide the timing of initating screening relative to the youngest age of diagnosis in a relative and the timing should be individualized.  Patients who may benefit from a shorter 1-year versus longer 2-year interval include those with risk factors such as history of CRC, male sex, MLH1/MSH2 pathogenic variant, age >40 years, and history of adenoma. The panel recognizes that there are limited population-based studies on the lifetime risk for most of the cancers related to each of these genes. Although there are some pathogenic variant-specific data available, a generalized screening approach is suggested for many surveillance strategies. Screening and the option of risk-reducing surgeries should be individualized after risk assessment and counseling.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
201,MLH1,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Bilateral Salpingo-oophorectomy (BSO) may reduce the incidence of ovarian cancer. The decision to have a BSO as a risk-reducing option should be individualized. Timing of BSO should be individualized based on whether childbearing is complete, menopause status, comorbidities, family history, and LS gene, as risks for ovarian cancer vary by pathogenic variant. Estrogen replacement after premenopausal oophorectomy may be considered.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
202,MSH2,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Bilateral Salpingo-oophorectomy (BSO) may reduce the incidence of ovarian cancer. The decision to have a BSO as a risk-reducing option should be individualized. Timing of BSO should be individualized based on whether childbearing is complete, menopause status, comorbidities, family history, and LS gene, as risks for ovarian cancer vary by pathogenic variant. Estrogen replacement after premenopausal oophorectomy may be considered.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
203,EPCAM,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Bilateral Salpingo-oophorectomy (BSO) may reduce the incidence of ovarian cancer. The decision to have a BSO as a risk-reducing option should be individualized. Timing of BSO should be individualized based on whether childbearing is complete, menopause status, comorbidities, family history, and LS gene, as risks for ovarian cancer vary by pathogenic variant. Estrogen replacement after premenopausal oophorectomy may be considered.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
204,MLH1,,CNS,0,Examination,Patients should be educated regarding signs and symptoms of neurologic cancer and the importance of prompt reporting of abnormal symptoms to their physicians.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
205,MSH2,,CNS,0,Examination,Patients should be educated regarding signs and symptoms of neurologic cancer and the importance of prompt reporting of abnormal symptoms to their physicians.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
206,MSH6,,CNS,0,Examination,Patients should be educated regarding signs and symptoms of neurologic cancer and the importance of prompt reporting of abnormal symptoms to their physicians.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
207,PMS2,,CNS,0,Examination,Patients should be educated regarding signs and symptoms of neurologic cancer and the importance of prompt reporting of abnormal symptoms to their physicians.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
208,EPCAM,,CNS,0,Examination,Patients should be educated regarding signs and symptoms of neurologic cancer and the importance of prompt reporting of abnormal symptoms to their physicians.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
